"playerID","feature_batting_average","feature_rbi","feature_homeruns","feature_stolen_bases","feature_runs_scored","feature_ERA","feature_saves","feature_strikeouts","feature_wins","feature_WHIP","feature_putouts","feature_assists","feature_doubleplays","feature_allstar_appearences","feature_awards","feature_salary","classification"
"beaucji01","0.2315","90","14","6","79",\N,\N,\N,\N,\N,"755","46","57",\N,\N,\N,"N"
"blairpa01","0.2504","620","134","171","776",\N,\N,\N,\N,\N,"4347","115","27","0","10",\N,"N"
"blassst01","0.1722","37","1","0","42","4.575","2","896","103","1.3491","137","251","19","0",\N,\N,"N"
"briggjo02","0.2529","507","139","64","601",\N,\N,\N,\N,\N,"3389","184","152",\N,\N,\N,"N"
"campabe01","0.2590","646","79","649","1181","9","0","1","0","3.0000","3789","6323","1215","0","3",\N,"N"
"carrocl02","0.1298","7","1","0","17","3.0935294067158416","143","681","96","1.2842","60","310","24","0","1",\N,"N"
"cartyri01","0.2991","890","204","21","712",\N,\N,\N,\N,\N,"1846","65","52","0",\N,\N,"N"
"dierkla01","0.1356","46","4","0","38","3.3692857027053833","1","1493","139","1.2174","152","287","16","0",\N,\N,"N"
"hundlra01","0.2362","381","82","12","311",\N,\N,\N,\N,\N,"5765","493","65","0","1",\N,"N"
"johnsal01","0.2879","525","78","113","550",\N,\N,\N,\N,\N,"1641","61","9","0",\N,\N,"N"
"kessido01","0.2524","527","14","100","899",\N,\N,\N,\N,\N,"3292","6453","1215","0","6",\N,"N"
"lanieha01","0.2277","273","8","11","297",\N,\N,\N,\N,\N,"2041","3408","598",\N,\N,\N,"N"
"mayje01","0.2338","130","15","1","120",\N,\N,\N,\N,\N,"2649","248","36",\N,\N,\N,"N"
"northji01","0.2673","610","153","39","603",\N,\N,\N,\N,\N,"2715","73","33",\N,\N,\N,"N"
"reeseri01","0.2535","245","52","16","248",\N,\N,\N,\N,\N,"4109","269","353",\N,\N,\N,"N"
"reichri01","0.2613","445","116","40","391",\N,\N,\N,\N,\N,"1621","55","17",\N,\N,\N,"N"
"ryanmi02","0.1927","161","28","4","146",\N,\N,\N,\N,\N,"3473","325","45",\N,\N,\N,"N"
"schaapa01","0.2444","323","57","43","436",\N,\N,\N,\N,\N,"775","2112","165",\N,\N,\N,"N"
"siebeso01","0.1727","57","12","0","52","3.6393333435058595","16","1512","140","1.2133","159","329","28","0",\N,\N,"N"
"simsdu01","0.2395","310","100","6","263",\N,\N,\N,\N,\N,"4206","360","81",\N,\N,\N,"N"
"singebi01","0.1090","13","0","0","20","3.150000015894572","2","1515","118","1.2571","95","310","7","0",\N,\N,"N"
"stahlla01","0.2324","163","36","22","167",\N,\N,\N,\N,\N,"992","56","25",\N,\N,\N,"N"
"stanlmi01","0.2475","500","117","44","641",\N,\N,\N,\N,\N,"3688","327","105",\N,"4",\N,"N"
"stottme01","0.1602","57","7","0","54","2.9590908830816094","1","1257","164","1.2189","242","570","38","0","1",\N,"N"
"tiantlu01","0.1637","44","5","1","36","3.52736843259711","15","2416","229","1.1987","221","389","31","0","1",\N,"N"
"torboje01","0.2135","101","8","3","78",\N,\N,\N,\N,\N,"2998","214","31",\N,\N,\N,"N"
"wiseri01","0.1946","66","15","0","60","4.053333348698086","0","1647","188","1.2891","206","504","46","0",\N,\N,"N"
"bartobo01","0.2259","66","9","3","54",\N,\N,\N,\N,\N,"1986","185","30",\N,\N,\N,"N"
"beckegl01","0.2828","360","22","49","685",\N,\N,\N,\N,\N,"2712","3719","758","0","4",\N,"N"
"belanma01","0.2275","389","20","167","676",\N,\N,\N,\N,\N,"3040","5831","1061","0","9",\N,"N"
"brilene01","0.1535","29","3","0","29","3.85599996248881","22","1163","129","1.2729","131","263","17",\N,\N,\N,"N"
"casanpa01","0.2251","252","50","2","214",\N,\N,\N,\N,\N,"4040","395","65","0","1",\N,"N"
"clarkho01","0.2556","304","27","151","548",\N,\N,\N,\N,\N,"2802","3383","738",\N,\N,\N,"N"
"handsbi01","0.0784","19","0","0","19","4.410833328962326","14","1128","111","1.2235","140","297","12",\N,\N,\N,"N"
"harrebu01","0.2361","267","7","127","539",\N,\N,\N,\N,\N,"2502","4112","788","0","2",\N,"N"
"helmsto01","0.2686","477","34","33","414",\N,\N,\N,\N,\N,"2909","3624","859","0","4",\N,"N"
"hillejo01","0.1089","4","0","0","2","3.1480000178019205","125","1036","87","1.2681","45","136","5","0","2",\N,"N"
"holtzke01","0.1631","34","2","0","35","3.6847059025483975","3","1601","174","1.2894","117","471","27","0","1",\N,"N"
"hunteca01","0.2264","51","6","2","60","3.4759999752044677","1","2012","224","1.1341","225","319","16","0","3",\N,"Y"
"jacksgr01","0.1356","17","2","0","20","4.296190471876235","79","889","86","1.3123","55","170","12","0",\N,\N,"N"
"jenkife01","0.1652","85","13","0","54","3.3890000343322755","7","3192","284","1.1418","363","660","45","0","5",\N,"Y"
"johnsda02","0.2610","609","136","33","564",\N,\N,\N,\N,\N,"3862","3339","860","0","5",\N,"N"
"knowlda01","0.1200","11","0","0","2","3.9041176473393158","143","681","66","1.3608","51","276","16","0",\N,\N,"N"
"koscoan01","0.2364","267","73","5","204",\N,\N,\N,\N,\N,"1220","73","48",\N,\N,\N,"N"
"lonboji01","0.1364","43","3","1","41","4.407333358128866","4","1475","157","1.3079","189","268","18","0","3",\N,"N"
"mayru01","0.1232","14","0","0","12","3.7533333433998957","12","1760","152","1.2479","87","382","18",\N,\N,\N,"N"
"mcgratu01","0.1822","18","1","0","14","3.455263137817383","180","1109","96","1.2544","75","219","16","0","1",\N,"N"
"milleno01","0.2383","159","24","16","166",\N,\N,\N,\N,\N,"570","23","9",\N,\N,\N,"N"
"murcebo01","0.2767","1043","252","127","972",\N,\N,\N,\N,\N,"3352","293","48","0","4",\N,"N"
"palmeji01","0.1738","41","3","1","52","3.322105282231381","4","2212","268","1.1803","292","577","53","0","15",\N,"Y"
"rayji01","0.1368","6","0","0","4","4.464999943971634","25","407","43","1.3130","26","70","1",\N,\N,\N,"N"
"selmadi01","0.1724","7","0","1","13","5.233333428700765","31","681","42","1.3274","52","157","9",\N,\N,\N,"N"
"tolanbo01","0.2645","497","86","193","572",\N,\N,\N,\N,\N,"2915","101","79",\N,"2",\N,"N"
"tovarce01","0.2776","435","46","226","834","0","0","1","0","1.0000","2686","1043","174",\N,\N,\N,"N"
"whitero01","0.2711","758","160","233","964",\N,\N,\N,\N,\N,"3443","122","19","0",\N,\N,"N"
"bahnsst01","0.1169","19","1","0","22","3.815789429764999","20","1359","146","1.3302","154","414","26",\N,"1",\N,"N"
"bandosa01","0.2535","1039","242","75","982","6","0","0","0","1.0000","1788","3743","362","0","2",\N,"N"
"frymawo01","0.1379","25","2","1","22","4.557000023126602","58","1587","141","1.3507","97","389","25","0",\N,\N,"N"
"mayle01","0.2669","1244","354","39","959",\N,\N,\N,\N,\N,"13029","900","1236","0","1",\N,"N"
"millafe01","0.2792","403","22","67","699",\N,\N,\N,\N,\N,"3498","3846","856","0","2",\N,"N"
"mondari01","0.2639","775","241","98","950",\N,\N,\N,\N,\N,"3978","118","45","0",\N,\N,"N"
"montawi01","0.2745","802","139","32","645",\N,\N,\N,\N,\N,"10764","747","969","0","1",\N,"N"
"robinbi02","0.2582","641","166","71","536",\N,\N,\N,\N,\N,"3336","267","149",\N,\N,\N,"N"
"scottge02","0.2680","1051","271","69","957",\N,\N,\N,\N,\N,"15601","1520","1527","0","8",\N,"N"
"smithre06","0.2872","1092","314","137","1123",\N,\N,\N,\N,\N,"5186","304","165","0","2",\N,"N"
"benchjo01","0.2674","1376","389","68","1091",\N,\N,\N,\N,\N,"10469","1191","238","0","26",\N,"Y"
"dobsopa01","0.1230","12","0","0","13","3.700833340485891","19","1301","122","1.2772","142","289","14","0",\N,\N,"N"
"lylesp01","0.1923","4","0","1","8","2.980000012450748","238","873","99","1.2752","54","198","12","0","2",\N,"N"
"marshmi01","0.1955","16","1","0","11","3.9982352817759796","188","880","97","1.2945","105","283","25","0","5",\N,"N"
"nolanga01","0.1380","32","1","0","36","3.7009091160514136","0","1039","110","1.1453","95","189","11","0","1",\N,"N"
"otisam01","0.2768","1007","193","341","1092",\N,\N,\N,\N,\N,"4940","129","35","0","4",\N,"N"
"raderdo02","0.2511","722","155","37","631",\N,\N,\N,\N,\N,"1526","2913","290",\N,"5",\N,"N"
"rudijo01","0.2642","810","179","25","684",\N,\N,\N,\N,\N,"4167","159","180","0","6",\N,"N"
"sanguma01","0.2963","585","65","35","566",\N,\N,\N,\N,\N,"6646","575","112","0","1",\N,"N"
"torremi01","0.1553","15","0","1","24","4.942380916504633","0","1404","185","1.4501","223","472","38",\N,\N,\N,"N"
"watsobo01","0.2952","989","184","27","802",\N,\N,\N,\N,\N,"9848","679","773","0",\N,\N,"N"
"billija01","0.1109","23","0","0","21","4.517857228006635","15","1141","145","1.3548","133","344","21","0",\N,\N,"N"
"bondsbo01","0.2678","1024","332","461","1258",\N,\N,\N,\N,\N,"3659","128","40","0","7",\N,"N"
"ellisdo01","0.1329","23","0","4","42","3.841249965131283","1","1136","138","1.2883","173","287","26","0",\N,\N,"N"
"hislela01","0.2725","674","166","128","652",\N,\N,\N,\N,\N,"2213","70","8","0","2",\N,"N"
"maybejo01","0.2532","879","255","20","733",\N,\N,\N,\N,\N,"13169","827","1307","0","2",\N,"N"
"mayca01","0.2735","536","90","85","545",\N,\N,\N,\N,\N,"2920","193","157","0",\N,\N,"N"
"meltobi01","0.2528","591","160","23","496",\N,\N,\N,\N,\N,"1178","2079","217","0",\N,\N,"N"
"messean01","0.1701","54","5","1","49","3.259166638056437","15","1625","130","1.1433","136","318","15","0","3",\N,"N"
"moneydo01","0.2611","729","176","80","798",\N,\N,\N,\N,\N,"2697","3242","554","0",\N,\N,"N"
"pinielo01","0.2906","766","102","32","651",\N,\N,\N,\N,\N,"2546","106","16","0","1",\N,"N"
"spencji01","0.2500","599","146","11","541",\N,\N,\N,\N,\N,"9920","798","956","0","2",\N,"N"
"unserde01","0.2577","481","87","64","617",\N,\N,\N,\N,\N,"3643","157","75",\N,\N,\N,"N"
"cashda01","0.2829","426","21","120","732",\N,\N,\N,\N,\N,"3228","3905","906","0",\N,\N,"N"
"colboji01","0.0727","1","0","0","0","4.153636325489391","7","688","83","1.3109","114","274","18","0",\N,\N,"N"
"crowlte01","0.2497","229","42","3","174",\N,\N,\N,\N,\N,"634","46","45",\N,\N,\N,"N"
"gamblos01","0.2654","666","200","47","656",\N,\N,\N,\N,\N,"1412","59","17",\N,\N,\N,"N"
"geronce01","0.2585","392","51","82","460",\N,\N,\N,\N,\N,"2901","81","18",\N,"4",\N,"N"
"leebi03","0.2081","10","2","0","12","3.865000009536743","19","713","119","1.3645","83","415","24","0",\N,\N,"N"
"munsoth01","0.2915","701","113","48","696",\N,\N,\N,\N,\N,"6342","742","85","0","10",\N,"N"
"tenacge01","0.2415","674","201","36","653",\N,\N,\N,\N,\N,"8731","743","489","0","2",\N,"N"
"fergujo01","0.2396","445","122","22","407",\N,\N,\N,\N,\N,"4253","384","59",\N,\N,\N,"N"
"gurala01","0.0909","1","0","0","1","4.5588235294117645","14","801","126","1.2799","107","369","32","0",\N,\N,"N"
"hraboal01","0.1429","6","0","0","4","2.766923060783973","97","548","64","1.2936","20","58","4",\N,"1",\N,"N"
"lowenjo01","0.2535","441","116","128","510",\N,\N,\N,\N,\N,"1803","376","78",\N,\N,\N,"N"
"luzingr01","0.2759","1128","307","37","880",\N,\N,\N,\N,\N,"2120","105","26","0","4",\N,"N"
"rivermi01","0.2949","499","61","267","785",\N,\N,\N,\N,\N,"3150","95","21","0","1",\N,"N"
"singlke01","0.2822","1065","246","21","985",\N,\N,\N,\N,\N,"2684","82","17","0","2",\N,"N"
"splitpa01","0.1818","4","0","0","12","4.250666713714599","1","1057","166","1.3403","125","450","49",\N,\N,\N,"N"
"barrji01","0.1618","31","1","2","28","3.6883333126703897","12","741","101","1.2778","148","388","22",\N,\N,\N,"N"
"caldwmi01","0.1574","8","0","0","11","3.708666721979777","18","939","137","1.3194","116","499","39",\N,\N,\N,"N"
"grimsro02","0.1275","15","0","0","21","4.300833324591319","3","750","124","1.3063","60","357","14","0",\N,\N,"N"
"matlajo01","0.1293","23","0","0","32","3.4630769216097317","3","1516","125","1.2332","68","346","14","0","2",\N,"N"
"milnejo01","0.2488","498","131","31","455",\N,\N,\N,\N,\N,"4811","313","382",\N,\N,\N,"N"
"richajr01","0.1685","50","10","2","39","4.293999969959259","0","1493","107","1.2435","113","195","6","0",\N,\N,"N"
"stonest01","0.1005","7","0","0","9","4.0018181584098125","1","1065","107","1.3549","125","254","13","0","3",\N,"N"
"bibbyji01","0.1483","17","5","0","15","4.2228571346827914","8","1079","111","1.3282","88","216","16","0","1",\N,"N"
"mcgloly01","0.1732","25","0","0","30","4.955384657933162","2","939","86","1.4189","98","174","12","0",\N,\N,"N"
"medicdo01","0.0926","1","0","0","3","3.9015384637392483","2","955","124","1.3304","114","286","12",\N,\N,\N,"N"
"tidrodi01","0.0947","7","0","0","6","4.415333302815755","55","975","100","1.3076","97","212","10",\N,\N,\N,"N"
"dentbu01","0.2469","423","40","17","451",\N,\N,\N,\N,\N,"2122","4335","840","0","2",\N,"N"
"jonesra01","0.1319","20","0","1","37","3.7039999961853027","2","735","100","1.2509","114","465","30","0","4",\N,"N"
"mcbriba01","0.2992","430","63","183","548",\N,\N,\N,\N,\N,"2163","59","12","0","1",\N,"N"
"rogerst01","0.1385","39","0","1","47","3.3153845897087684","2","1621","158","1.2316","237","462","37","0","1",\N,"N"
"scottto01","0.2494","253","17","125","331",\N,\N,\N,\N,\N,"1803","53","8",\N,\N,\N,"N"
"howear01","0.2597","293","43","10","268",\N,\N,\N,\N,\N,"1763","1597","293",\N,\N,\N,"N"
"howelro02","0.2614","454","80","9","422",\N,\N,\N,\N,\N,"757","1676","171","0",\N,\N,"N"
"moraljo01","0.2874","207","26","0","126",\N,\N,\N,\N,\N,"498","57","37",\N,\N,\N,"N"
"stearjo01","0.2596","312","46","91","334",\N,\N,\N,\N,\N,"4059","520","103","0",\N,\N,"N"
"summech01","0.2553","218","54","15","199",\N,\N,\N,\N,\N,"508","23","24",\N,\N,\N,"N"
"stantmi01","0.2500","0","0","0","0","5.331250041723251","31","304","13","1.5091","28","52","5",\N,\N,\N,"N"
"valenel01","0.2783","474","123","59","380",\N,\N,\N,\N,\N,"1570","85","17","0","1",\N,"N"
"zachrpa01","0.1132","6","0","0","9","3.6563636389645664","3","669","69","1.3947","60","176","19","0","1",\N,"N"
"stephjo03",\N,\N,\N,\N,\N,"6.090000152587891","0","56","2","1.3846","2","10","1",\N,\N,\N,"N"
"drewj.01",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"N"
