"playerID","feature_batting_average","feature_rbi","feature_homeruns","feature_stolen_bases","feature_runs_scored","feature_ERA","feature_saves","feature_strikeouts","feature_wins","feature_WHIP","feature_putouts","feature_assists","feature_doubleplays","feature_allstar_appearences","feature_awards","feature_salary","classification"
"bedrost01","0.0980","2","0","0","3","3.478666663169861","184","921","76","1.2964","64","122","11","0","3","942500.0000","N"
"chambch01","0.2786","972","185","40","912",\N,\N,\N,\N,\N,"17771","1351","1687","0","3","784726.0000","N"
"hornebo01","0.2772","685","218","14","560",\N,\N,\N,\N,\N,"3641","1440","418","0","1","1416666.6667","N"
"murphda05","0.2652","1266","398","161","1197",\N,\N,\N,\N,\N,"6319","300","172","0","19","1841666.6667","N"
"suttebr01","0.0882","6","0","1","6","3.079166720310847","300","861","68","1.1398","90","145","9","0","10","1666667.0000","Y"
"washicl01","0.2776","824","164","312","926",\N,\N,\N,\N,\N,"3198","104","22","0",\N,"693333.3333","N"
"boddimi01",\N,\N,\N,\N,\N,"4.099999984105428","3","1330","134","1.3199","245","366","37","0","3","1598611.2222","N"
"dauerri01","0.2570","372","43","6","448",\N,\N,\N,\N,\N,"2115","2823","664",\N,\N,"480000.0000","N"
"dempsri01","0.2329","471","96","20","525","4.5","0","0","0","2.0000","7402","771","114",\N,"2","390570.7500","N"
"flanami01",\N,\N,\N,\N,\N,"4.068947377957795","4","1491","167","1.3343","89","430","26","0","3","653932.2500","N"
"lynnfr01","0.2830","1111","306","72","1063",\N,\N,\N,\N,\N,"4556","114","33","0","12","1233333.3333","N"
"martide01","0.1423","33","0","1","25","4.02250000834465","8","2149","245","1.2656","319","763","61","0",\N,"2083440.2308","N"
"mcgresc01",\N,\N,\N,\N,\N,"4.452307682770949","5","904","138","1.2907","119","317","18","0",\N,"866095.2500","N"
"murraed02","0.2871","1917","504","110","1627",\N,\N,\N,\N,\N,"21265","1871","2034","0","9","2331478.6923","Y"
"ripkeca01","0.2756","1695","431","36","1647",\N,\N,\N,\N,\N,"4112","8214","1682","0","29","4108823.5882","Y"
"boggswa01","0.3279","1014","118","24","1513","3.375","0","2","0","1.7143","2115","4304","472","0","17","2113287.7333","Y"
"bucknbi01","0.2889","1208","174","183","1077",\N,\N,\N,\N,\N,"15126","1379","1203","0",\N,"460277.8333","N"
"clemero02","0.1732","12","0","0","5","3.220833331346512","0","4672","354","1.1725","320","575","31","0","22","5761952.3810","N"
"evansdw01","0.2719","1384","385","78","1470",\N,\N,\N,\N,\N,"5450","228","153","0","13","1126822.4286","N"
"hurstbr01","0.1131","8","0","0","11","5.030000075697899","0","1689","145","1.3250","98","355","15","0",\N,"1516111.1111","N"
"kisonbr01","0.1634","31","3","2","31","3.728000020980835","12","1073","115","1.3013","140","297","27",\N,\N,"370000.0000","N"
"remyje01","0.2752","329","7","208","605",\N,\N,\N,\N,\N,"2293","3243","744","0",\N,"483333.0000","N"
"riceji01","0.2981","1451","382","58","1249",\N,\N,\N,\N,\N,"3103","137","19","0","10","1888652.6000","Y"
"boonebo01","0.2537","826","105","38","679",\N,\N,\N,\N,\N,"11325","1185","155","0","8","1047580.0000","N"
"burleri01","0.2726","449","50","72","656",\N,\N,\N,\N,\N,"2349","4109","893","0","4","637778.0000","N"
"candejo01","0.1745","48","1","0","39","3.7917391424593716","29","1673","177","1.1842","58","339","16","0",\N,"783611.1111","N"
"carewro01","0.3278","1015","92","353","1424",\N,\N,\N,\N,\N,"13510","3709","1796","0","14","875000.0000","Y"
"decindo01","0.2591","879","237","58","778",\N,\N,\N,\N,\N,"1483","3344","370","0","2","1116666.6667","N"
"downibr01","0.2673","1073","275","50","1188",\N,\N,\N,\N,\N,"4881","373","33","0",\N,"980952.2857","N"
"forscke01","0.1358","17","0","1","16","3.664374992251396","51","1047","114","1.2490","134","305","24","0",\N,"366666.5000","N"
"grichbo01","0.2660","864","224","104","1033",\N,\N,\N,\N,\N,"4882","5891","1428","0","8","600000.0000","N"
"hendrge01","0.2777","1111","267","59","941",\N,\N,\N,\N,\N,"4758","207","117","0","4","913749.7500","N"
"jacksre01","0.2620","1702","563","228","1551",\N,\N,\N,\N,\N,"4062","133","31","0","13","895613.3333","Y"
"suttodo01","0.1440","64","0","1","64","3.3091999816894533","5","3574","324","1.1425","334","613","42","0","3","720000.0000","Y"
"wittmi01",\N,\N,\N,\N,\N,"4.300769219031701","6","1373","117","1.3181","147","298","21","0",\N,"1594444.4444","N"
"zahnge01","0.1395","1","0","0","3","4.449285668986184","1","705","111","1.3542","87","326","19",\N,"1","550000.0000","N"
"baineha01","0.2893","1628","384","34","1299",\N,\N,\N,\N,\N,"2031","69","17","0","4","1384643.0000","N"
"fiskca01","0.2691","1330","376","128","1276",\N,\N,\N,\N,\N,"11612","1075","167","0","10","1045000.0000","Y"
"guilloz01","0.2638","619","28","169","773",\N,\N,\N,\N,\N,"2935","5375","1098","0","2","1468281.2500","N"
"seaveto01","0.1536","86","12","4","99","3.036818200891668","1","3640","311","1.1209","328","692","54","0","10","1134457.0000","Y"
"ceyro01","0.2608","1139","316","24","977",\N,\N,\N,\N,\N,"1555","4019","318","0","3","1300000.0000","N"
"eckerde01","0.1326","12","3","0","9","3.47040002822876","390","2401","197","1.1608","208","365","20","0","9","1810185.2667","Y"
"hebneri01","0.2757","890","203","38","865",\N,\N,\N,\N,\N,"4308","2564","512",\N,\N,"205000.0000","N"
"lopesda01","0.2630","614","155","557","1023",\N,\N,\N,\N,\N,"3558","3931","822","0","3","510000.0000","N"
"matthga01","0.2814","978","234","183","1083",\N,\N,\N,\N,\N,"3226","135","17","0","2","725000.0000","N"
"sandbry01","0.2846","1061","282","344","1318",\N,\N,\N,\N,\N,"3892","6648","1177","0","25","2265454.5455","Y"
"smithle02","0.0469","2","1","0","2","3.0028571287790933","478","1251","71","1.2557","52","111","9","0","7","1620470.2308","N"
"speiech01","0.2458","720","112","42","770",\N,\N,\N,\N,\N,"3314","6259","1121","0","1","320000.0000","N"
"sutclri01","0.1815","55","4","4","42","3.889473664133172","6","1679","171","1.3875","211","404","25","0","8","1835000.0000","N"
"bellbu01","0.2795","1106","201","55","1151",\N,\N,\N,\N,\N,"2196","5009","448","0","10","820551.5000","N"
"brownto05","0.1530","32","2","5","42","4.234166661898295","0","1000","123","1.2712","78","245","21","0",\N,"1392777.7500","N"
"conceda01","0.2667","950","101","321","993","0","0","1","0","1.5000","4245","7024","1390","0","11","632500.0000","N"
"francjo01","0.0882","1","0","0","2","3.133809526761373","424","975","90","1.3334","63","234","13","0","6","2260119.0000","N"
"parkeda01","0.2898","1493","339","154","1272",\N,\N,\N,\N,\N,"3949","152","47","0","15","1156428.5714","N"
"perezto01","0.2794","1652","379","49","1272",\N,\N,\N,\N,\N,"15127","2440","1484","0","4","250000.0000","Y"
"rosepe01","0.3029","1314","160","198","2165",\N,\N,\N,\N,\N,"12394","3349","1083","0","16","679429.0000","N"
"sotoma01","0.1321","24","1","0","32","3.8824999928474426","4","1449","100","1.1859","95","203","8","0",\N,"1155357.2500","N"
"blylebe01","0.1308","25","0","0","19","3.4541666507720947","0","3701","287","1.1980","287","662","48","0",\N,"1193750.0000","Y"
"butlebr01","0.2903","578","54","558","1359",\N,\N,\N,\N,\N,"5297","122","32","0","2","1821023.3077","N"
"cartejo01","0.2593","1445","396","231","1170",\N,\N,\N,\N,\N,"5889","281","221","0","4","3367598.6429","N"
"hargrmi01","0.2901","686","80","24","783",\N,\N,\N,\N,\N,"11603","1027","1043","0","1","458333.0000","N"
"thornan01","0.2536","895","253","48","792",\N,\N,\N,\N,\N,"6239","502","558","0","3","1100000.0000","N"
"evansda01","0.2477","1354","414","98","1344",\N,\N,\N,\N,\N,"7964","3929","846","0","1","735333.2000","N"
"gibsoki01","0.2679","870","255","284","985",\N,\N,\N,\N,\N,"2523","41","12",\N,"3","1388181.8182","N"
"hernawi01","0.2063","3","0","2","4","3.5921428629330228","147","788","70","1.2454","58","169","12","0","4","1040000.0000","N"
"lemonch01","0.2730","884","215","58","973",\N,\N,\N,\N,\N,"4998","122","25","0",\N,"758809.1667","N"
"morrija02","0.0000","0","0","0","4","4.007222215334575","0","2478","254","1.2963","387","413","36","0","5","2237454.5455","N"
"parrila02","0.2522","1070","324","28","856",\N,\N,\N,\N,\N,"9840","986","156","0","11","1090060.7273","N"
"trammal01","0.2854","1003","185","236","1231",\N,\N,\N,\N,\N,"3448","6265","1321","0","11","1410744.0833","N"
"whitalo01","0.2764","1084","244","143","1386",\N,\N,\N,\N,\N,"4771","6653","1527","0","10","1796363.6364","N"
"cruzjo01","0.2843","1077","165","317","1036",\N,\N,\N,\N,\N,"4413","126","31","0","3","664095.7500","N"
"garneph01","0.2598","738","109","225","780",\N,\N,\N,\N,\N,"2746","4356","752","0",\N,"542500.0000","N"
"kneppbo01","0.1369","59","6","2","47","3.8199999779462814","1","1473","146","1.3272","103","451","32","0",\N,"783600.0000","N"
"niekrjo01","0.1562","72","1","1","55","4.044399976730347","16","1747","221","1.3192","253","532","41","0","2","791666.6667","N"
"puhlte01","0.2803","435","62","217","676",\N,\N,\N,\N,\N,"2585","57","19","0",\N,"831944.5000","N"
"ryanno01","0.1103","36","2","3","40","3.6940740744272866","3","5714","324","1.2473","220","547","27","0","2","2128555.5556","Y"
"scottmi03","0.1240","45","2","2","33","4.499999963320219","3","1469","124","1.2013","156","299","12","0","5","1155000.1429","N"
"brettge01","0.3048","1595","317","201","1583",\N,\N,\N,\N,\N,"5503","3984","674","0","14","2227381.0000","Y"
"jacksda02","0.1262","28","0","0","28","4.647647072287167","1","1225","112","1.4117","105","285","17","0","2","1887307.6923","N"
"leibrch01","0.1199","14","0","0","7","3.547142880303519","2","1121","140","1.3198","151","465","25",\N,\N,"1466111.1111","N"
"leonade01",\N,\N,\N,\N,\N,"3.5899999936421714","1","1323","144","1.2615","135","292","28",\N,"1","877381.0000","N"
"mcraeha01","0.2897","1097","191","109","940",\N,\N,\N,\N,\N,"887","84","18","0","4","725000.0000","N"
"quiseda01","0.1667","1","0","0","0","3.759230760427622","244","379","56","1.1751","97","264","22","0","10","1057508.8571","N"
"saberbr01","0.1211","1","0","0","13","3.8123529378105614","1","1715","167","1.1406","203","415","26","0","9","2805190.0000","N"
"sundbji01","0.2480","624","95","20","621",\N,\N,\N,\N,\N,"9773","1007","145","0","8","632032.0000","N"
"wathajo01","0.2619","261","21","105","305",\N,\N,\N,\N,\N,"3388","284","123",\N,\N,"412500.0000","N"
"wilsowi02","0.2855","585","41","668","1169",\N,\N,\N,\N,\N,"5060","76","15","0","3","1120437.3000","N"
"bailobo01","0.2639","222","9","90","339","7.710000038146973","0","0","0","2.1429","1493","1197","206",\N,\N,"352500.0000","N"
"goltzda01","0.1064","7","0","0","1","3.9861538043388953","8","1105","113","1.3483","152","287","26",\N,\N,"500000.0000","N"
"guerrpe01","0.3001","898","215","97","730",\N,\N,\N,\N,\N,"6007","1093","407","0","4","1813125.0000","N"
"hershor01","0.2012","50","0","8","65","4.057222207387288","5","2014","204","1.2606","332","569","44","0","10","2348875.0625","N"
"honeyri01","0.1319","9","0","1","13","5.21124999721845","38","1038","109","1.3148","99","428","21","0",\N,"784230.7692","N"
"oliveal01","0.3031","1326","219","84","1189",\N,\N,\N,\N,\N,"9040","498","513","0","5","750000.0000","N"
"reussje01","0.1670","58","1","1","71","3.8904000091552735","11","1907","220","1.3246","170","603","38","0",\N,"774000.0000","N"
"russebi01","0.2632","627","46","167","796",\N,\N,\N,\N,\N,"3104","5713","936","0","1","450000.0000","N"
"saxst01","0.2808","550","54","444","913",\N,\N,\N,\N,\N,"3617","4817","998","0","3","1658800.6364","N"
"valenfe01","0.1998","84","10","0","56","4.0533333089616566","2","2074","173","1.3205","202","586","31","0","9","1237500.0000","N"
"welchbo01","0.1512","30","2","0","26","3.5964705803815056","8","1969","211","1.2704","243","394","30","0","3","1930416.7000","N"
"yeagest01","0.2277","410","102","14","357",\N,\N,\N,\N,\N,"6110","674","75",\N,"1","456404.5000","N"
"gaettga01","0.2547","1341","360","96","1130","6","0","1","0","2.5714","2607","4623","548","0","6","1407877.1579","N"
"hrbekke01","0.2825","1086","293","37","903",\N,\N,\N,\N,\N,"13725","1051","1331","0","1","1990000.0000","N"
"puckeki01","0.3181","1085","207","134","1071",\N,\N,\N,\N,\N,"4392","143","37","0","22","3322307.7692","Y"
"violafr01","0.1405","6","0","0","8","4.192500069737434","0","1844","176","1.3013","84","371","19","0","6","2301727.2727","N"
"coopece01","0.2983","1125","241","89","1012",\N,\N,\N,\N,\N,"13361","1000","1348","0","10","758912.0000","N"
"darwida01","0.1279","22","2","2","15","4.157600002288818","32","1942","171","1.2680","184","364","26",\N,\N,"1258266.6667","N"
"fingero01","0.1722","9","2","0","10","4.314705883755403","341","1299","114","1.1556","108","253","23","0","11","1065000.0000","Y"
"molitpa01","0.3063","1307","234","504","1782",\N,\N,\N,\N,\N,"3506","3241","664","0","13","2722619.0000","Y"
"oglivbe01","0.2731","901","235","87","784",\N,\N,\N,\N,\N,"3399","121","54","0","2","663296.5000","N"
"simmote01","0.2848","1389","248","21","1074",\N,\N,\N,\N,\N,"10544","1092","248","0","4","742500.0000","N"
"vuckope01","0.1587","13","0","1","15","4.643636400049383","10","882","93","1.3736","87","222","15",\N,"1","540000.0000","N"
"yountro01","0.2854","1406","251","271","1632",\N,\N,\N,\N,\N,"5855","4850","963","0","12","1966666.6667","Y"
"brookhu01","0.2692","824","149","64","656",\N,\N,\N,\N,\N,"1935","2031","287","0","2","1046500.0000","N"
"dawsoan01","0.2794","1591","438","314","1373",\N,\N,\N,\N,\N,"5158","157","30","0","20","2146277.7500","Y"
"gullibi01","0.1406","27","3","0","30","3.78133331934611","0","1279","162","1.2816","185","277","18",\N,\N,"1436944.3750","N"
"raineti01","0.2936","980","170","808","1571",\N,\N,\N,\N,\N,"4288","272","35","0","4","2027162.0000","Y"
"reardje01","0.0877","2","0","0","0","3.293888919883304","367","877","73","1.1993","44","75","4","0","3","1277777.7778","N"
"wallati01","0.2574","1125","260","51","908","4.5","0","0","0","1.5000","2543","4065","373","0","7","1351891.6667","N"
"baylodo01","0.2604","1276","338","285","1236",\N,\N,\N,\N,\N,"2716","110","80","0","9","674204.7500","N"
"griffke01","0.2964","859","152","200","1129",\N,\N,\N,\N,\N,"4578","199","143","0","2","767500.0000","N"
"guidrro01",\N,\N,\N,\N,\N,"3.5414285830089023","4","1778","170","1.1835","107","307","19","0","13","887500.0000","N"
"henderi01","0.2787","1115","297","1406","2295",\N,\N,\N,\N,\N,"6469","132","23","0","9","2310833.3333","Y"
"mattido01","0.3074","1099","222","14","1007",\N,\N,\N,\N,\N,"14270","1121","1504","0","22","2709545.4545","N"
"niekrph01","0.1692","109","7","0","80","4.09846156835556","29","3342","318","1.2681","386","878","83","0","7","450000.0000","Y"
"randowi01","0.2756","687","54","271","1239",\N,\N,\N,\N,\N,"4859","6339","1547","0","4","816875.0000","N"
"righeda01","0.1818","1","0","0","0","4.464117569081924","252","1112","82","1.3379","35","150","10","0","5","1418875.0000","N"
"winfida01","0.2827","1833","465","223","1669",\N,\N,\N,\N,\N,"5012","168","38","0","20","2099553.4545","Y"
"bowala01","0.2603","525","15","318","987",\N,\N,\N,\N,\N,"3323","6864","1267","0","4","525000.0000","N"
"cartega01","0.2625","1225","324","39","1025",\N,\N,\N,\N,\N,"12490","1247","191","0","17","1523035.6250","Y"
"darliro01","0.1445","21","2","1","39","4.185999965667724","0","1590","136","1.3346","177","391","37","0","1","1629090.9091","N"
"fostege01","0.2741","1239","348","51","986",\N,\N,\N,\N,\N,"3809","119","28","0","9","1600952.3333","N"
"goodedw01","0.1957","67","8","1","60","4.225000010596381","3","2293","194","1.2561","224","423","35","0","6","2399666.8000","N"
"hernake01","0.2961","1071","162","98","1124",\N,\N,\N,\N,\N,"17916","1682","1654","0","20","1700000.0000","N"
"johnsho01","0.2488","760","228","231","760",\N,\N,\N,\N,\N,"1276","2147","252","0","3","1061041.6667","N"
"knighra01","0.2715","595","84","14","490",\N,\N,\N,\N,\N,"3669","1858","421","0","3","582500.0000","N"
"oroscje01","0.1695","4","0","0","3","3.7957692329700174","144","1179","87","1.2630","62","188","13","0",\N,"897941.1765","N"
"staubru01","0.2794","1466","292","47","1189",\N,\N,\N,\N,\N,"6572","402","306","0","1","300000.0000","N"
"strawda01","0.2586","1000","335","221","898",\N,\N,\N,\N,\N,"2515","76","24","0","5","1895666.6875","N"
"bakerdu01","0.2783","1013","242","137","964",\N,\N,\N,\N,\N,"4073","136","54","0","5","525000.0000","N"
"johnto01","0.1567","54","5","0","43","3.48892856495721","4","2245","288","1.2827","237","1028","69","0","3","365000.0000","N"
"kingmda01","0.2359","1210","442","85","901","9","0","4","0","2.2500","5835","693","408","0","2","908750.0000","N"
"lansfca01","0.2897","874","151","224","1007",\N,\N,\N,\N,\N,"2098","2847","311","0","3","1221875.0000","N"
"phillto02","0.2656","819","160","177","1300",\N,\N,\N,\N,\N,"3563","3491","653",\N,\N,"1450396.6667","N"
"carltst01","0.2013","140","13","2","123","3.9862962740438954","2","4136","329","1.2468","109","724","36","0","17","562500.0000","Y"
"dennyjo01","0.1702","29","0","9","44","3.44500001839229","0","1146","123","1.3362","179","451","46",\N,"3","1096333.0000","N"
"grossgr01","0.2865","308","7","39","449","9","0","3","0","3.6000","1882","108","43",\N,\N,"366250.0000","N"
"koosmje01","0.1191","46","2","1","36","3.584499979019165","17","2556","222","1.2588","116","582","36","0",\N,"600000.0000","N"
"maddoga01","0.2846","754","117","248","777",\N,\N,\N,\N,\N,"4449","94","21",\N,"9","820333.0000","N"
"samueju01","0.2595","703","161","396","873",\N,\N,\N,\N,\N,"3570","3288","673","0","2","840607.1429","N"
"schmimi01","0.2675","1595","548","174","1506",\N,\N,\N,\N,\N,"2836","5193","580","0","33","2161074.7500","Y"
"madlobi01","0.3045","860","163","174","920",\N,\N,\N,\N,\N,"1694","3025","313","0","2","889055.6667","N"
"penato01","0.2600","708","107","80","667",\N,\N,\N,\N,\N,"11260","1049","157","0","5","1251576.8462","N"
"rayjo01","0.2895","594","53","80","604",\N,\N,\N,\N,\N,"2757","3836","828","0","2","817166.6667","N"
"reuscri01","0.1677","79","4","3","82","3.494285742441813","5","2015","214","1.2747","328","667","39","0","4","829166.6667","N"
"rhoderi01","0.2378","75","9","0","58","3.754999965429306","1","1419","151","1.3136","173","386","23","0","3","733000.0000","N"
"tekulke01","0.0826","2","0","0","8","3.842941207044265","184","779","94","1.2504","93","327","17","0",\N,"873750.0000","N"
"bumbral01","0.2814","402","54","254","778",\N,\N,\N,\N,\N,"2975","68","10","0","2","160000.0000","N"
"garvest01","0.2942","1308","272","83","1143",\N,\N,\N,\N,\N,"19004","1434","1531","0","15","1225000.0000","N"
"gossari01","0.1059","2","0","0","1","3.199999990670577","310","1502","124","1.2319","78","180","11","0","3","865504.2857","Y"
"gwynnto01","0.3382","1138","135","319","1383",\N,\N,\N,\N,\N,"4510","160","26","0","21","2778284.3529","Y"
"kennete02","0.2637","628","113","6","474",\N,\N,\N,\N,\N,"6754","638","103","0","1","770000.0000","N"
"nettlgr01","0.2476","1314","390","32","1193",\N,\N,\N,\N,\N,"2098","5295","480","0","6","557936.7500","N"
"templga01","0.2715","728","70","242","893",\N,\N,\N,\N,\N,"3551","6078","1176","0","5","900963.5714","N"
"hendeda01","0.2581","708","197","50","710",\N,\N,\N,\N,\N,"3334","99","28","0",\N,"1127200.0000","N"
"langsma01","0.1522","5","0","0","5","4.247058826334336","0","2464","179","1.3542","127","493","33","0","7","2387321.4286","N"
"thomago01","0.2247","782","268","50","681",\N,\N,\N,\N,\N,"2954","56","15","0","1","450000.0000","N"
"ziskri01","0.2871","792","207","8","681",\N,\N,\N,\N,\N,"1680","68","20","0","2","272500.0000","N"
"bluevi01","0.1035","15","4","0","37","3.5188235184725594","2","2175","209","1.2335","127","427","21","0","6","350000.0000","N"
"davisch01","0.2744","1372","350","142","1240","0","0","0","0","0.0000","2566","77","15","0",\N,"2374777.7333","N"
"davisma01","0.1557","9","1","1","16","4.678888870610131","96","1007","51","1.3991","29","151","10","0","5","1317222.2222","N"
"krukomi01","0.1925","54","5","3","44","4.234285763331822","1","1478","124","1.3491","146","284","27","0",\N,"759600.0000","N"
"leonaje01","0.2660","723","144","163","614",\N,\N,\N,\N,\N,"2191","81","24","0","1","912500.0000","N"
"trillma01","0.2625","571","61","56","598",\N,\N,\N,\N,\N,"3977","4855","1029","0","9","476678.5000","N"
"campbbi02","0.1538","2","0","0","2","3.917333380381266","126","864","83","1.3292","119","172","11","0","4","328750.0000","N"
"cedence01","0.2855","976","199","550","1084",\N,\N,\N,\N,\N,"5984","195","179","0","9","381250.0000","N"
"clarkja01","0.2667","1180","340","77","1118",\N,\N,\N,\N,\N,"7127","456","500","0","4","1729333.3333","N"
"colemvi01","0.2636","346","28","752","849",\N,\N,\N,\N,\N,"2452","109","17","0","1","1235192.3077","N"
"forscbo01","0.2128","84","12","3","77","4.031764759736903","3","1133","168","1.2914","234","405","35",\N,"2","647113.6000","N"
"jorgemi01","0.2435","426","95","58","429",\N,\N,\N,\N,\N,"6983","546","602",\N,"1","200000.0000","N"
"mcgeewi01","0.2947","856","79","352","1010",\N,\N,\N,\N,\N,"4293","136","29","0","7","1562666.6667","N"
"pendlte01","0.2698","946","140","127","851",\N,\N,\N,\N,\N,"1386","3891","312","0","5","1282678.5714","N"
"porteda02","0.2472","826","188","39","765",\N,\N,\N,\N,\N,"6767","755","106","0","3","451250.0000","N"
"smithlo01","0.2878","533","98","370","909",\N,\N,\N,\N,\N,"2388","101","18","0","1","1071111.2222","N"
"smithoz01","0.2618","793","28","580","1257",\N,\N,\N,\N,\N,"4249","8375","1590","0","23","2383333.3333","Y"
"tudorjo01","0.1536","18","0","1","22","3.3807692436071544","1","988","117","1.1976","85","321","27",\N,"1","876250.0000","N"
"vanslan01","0.2735","792","164","245","835",\N,\N,\N,\N,\N,"3923","262","111","0","10","1891818.1818","N"
"harrato01","0.2640","918","195","238","1115",\N,\N,\N,\N,\N,"2530","4965","765","0","1","675000.0000","N"
"hootobu01","0.1230","49","4","0","42","3.6756250262260437","7","1491","151","1.2428","165","373","21","0","1","627500.0000","N"
"houghch01","0.1460","13","1","0","7","3.8165384897818933","61","2362","216","1.3016","235","578","38","0",\N,"839074.1111","N"
"parrila01","0.2634","992","256","30","850",\N,\N,\N,\N,\N,"1700","1978","186","0",\N,"556916.6667","N"
"stewada01","0.1961","4","0","0","5","4.04842105664705","19","1741","168","1.3435","197","232","21","0","6","1795303.0909","N"
"tananfr01","0.1525","5","0","0","3","3.7552173863286558","1","2773","240","1.2697","226","638","40","0","2","1126666.6667","N"
"alexado01","0.1660","17","0","0","19","3.8547826124274214","3","1528","194","1.2929","264","521","36","0",\N,"745000.0000","N"
"bellge02","0.2780","1002","265","67","814",\N,\N,\N,\N,\N,"2294","84","11","0","8","1942777.7778","N"
"burroje01","0.2607","882","240","16","720",\N,\N,\N,\N,\N,"2177","86","22","0","3","350000.0000","N"
"fernato01","0.2877","844","94","246","1057",\N,\N,\N,\N,\N,"3214","5544","1089","0","5","1337395.9375","N"
"henketo01","0.0000","0","0","0","0","2.7750000017029897","311","861","41","1.0916","43","67","4","0","1","1669558.4000","N"
"keyji01","0.0000","0","0","0","0","3.7466666380564373","10","1538","186","1.2293","172","452","35","0","5","2445478.7692","N"
"stiebda01","0.0000","0","0","0","2","3.752499982714653","3","1669","176","1.2455","272","493","45","0","2","1425000.0000","N"
"greenmi01","0.3028","726","130","80","657",\N,\N,\N,\N,\N,"2095","85","15","0","2","2174000.0000","N"
"finlech01","0.0566","1","0","0","3","3.9283333486980863","0","2610","200","1.3765","122","325","25","0","2","3853180.1765","N"
"joynewa01","0.2890","1106","204","60","973",\N,\N,\N,\N,\N,"16081","1470","1611","0",\N,"2491361.1875","N"
"whitede03","0.2633","846","208","346","1125",\N,\N,\N,\N,\N,"4740","96","23","0","7","2294375.0000","N"
"bonilbo01","0.2787","1173","287","45","1084","18","0","0","0","4.0000","3045","1870","251","0","6","3271875.0000","N"
"dunstsh01","0.2694","668","150","212","736",\N,\N,\N,\N,\N,"2722","3808","729","0","1","1441673.0000","N"
"daviser01","0.2687","934","282","349","938",\N,\N,\N,\N,\N,"3107","60","13","0","9","2128378.6667","N"
"larkiba01","0.2948","960","198","379","1329",\N,\N,\N,\N,\N,"3154","5864","1093","0","24","4129868.4211","Y"
"candito01","0.1171","12","0","0","11","4.232777767711216","0","1735","151","1.3009","230","437","30",\N,\N,"2276785.7143","N"
"nixonot01","0.2696","318","11","620","878",\N,\N,\N,\N,\N,"3311","57","10",\N,\N,"1655416.6667","N"
"deshaji01","0.0885","12","0","0","13","5.667692239467915","0","951","84","1.3174","45","205","7",\N,\N,"659375.0000","N"
"coneda01","0.1553","22","0","0","28","3.7284210481141744","1","2668","194","1.2561","220","271","17","0","3","4184218.8125","N"
"whitefr01","0.2552","886","160","178","912",\N,\N,\N,\N,\N,"4942","6626","1459","0","11","867000.0000","N"
"plesada01","0.0667","0","0","0","0","3.777999985218048","158","1041","65","1.2864","9","100","6","0",\N,"1283580.3333","N"
"galaran01","0.2882","1425","399","128","1195",\N,\N,\N,\N,\N,"18244","1376","1648","0","4","3281127.4706","N"
"drabedo01","0.1662","46","2","0","42","3.95846150471614","0","1594","155","1.2434","266","342","20","0","3","2393704.7692","N"
"aguilri01","0.2014","11","3","0","12","3.496315755342182","318","1030","86","1.2266","99","177","9","0",\N,"2172533.2667","N"
"dykstle01","0.2847","404","81","285","802",\N,\N,\N,\N,\N,"3107","58","18","0","2","2809615.3846","N"
"fernasi01","0.1818","34","1","1","28","3.773749977350235","1","1743","114","1.1443","25","160","5","0",\N,"1440500.0000","N"
"mitchke01","0.2837","760","234","30","630",\N,\N,\N,\N,\N,"1675","566","62","0","5","1664625.0000","N"
"cansejo01","0.2660","1407","462","200","1186","27","0","0","0","5.0000","2004","63","19","0","11","3005333.3333","N"
"mcgwima01","0.2628","1414","583","12","1167",\N,\N,\N,\N,\N,"14464","1073","1409","0","9","4668022.1250","N"
"rijojo01","0.1910","29","2","2","25","3.487857154437474","3","1606","116","1.2622","144","248","12","0","2","2813541.5833","N"
"tettlmi01","0.2410","732","245","23","711",\N,\N,\N,\N,\N,"4951","408","109","0","6","1419677.8182","N"
"daultda01","0.2455","588","137","50","511",\N,\N,\N,\N,\N,"5836","469","95","0","2","2135666.6667","N"
"jacksmi02","0.1786","1","0","0","3","3.3688235423144173","142","1006","62","1.2177","57","166","13",\N,\N,"1209166.7222","N"
"bondsba01","0.2981","1996","762","514","2227",\N,\N,\N,\N,\N,"5642","173","25","0","47","8556605.5455","N"
"krukjo01","0.3002","592","100","58","582",\N,\N,\N,\N,\N,"6022","401","415","0",\N,"1095000.0000","N"
"tartada01","0.2726","925","262","37","756",\N,\N,\N,\N,\N,"1660","214","51","0",\N,"2749583.3333","N"
"clarkwi02","0.3034","1205","284","67","1186",\N,\N,\N,\N,\N,"16695","1294","1571","0","7","3614790.8667","N"
"thompro01","0.2574","458","119","103","671",\N,\N,\N,\N,\N,"2611","3705","873","0","3","1574458.2500","N"
"worreto01","0.0741","0","0","0","1","3.3081818493929775","256","628","50","1.2326","30","82","9","0","3","1739166.6667","N"
"russeje01","0.1392","10","1","0","3","3.57250002771616","186","693","56","1.3459","71","192","17","0","2","1309666.7000","N"
"sierrru01","0.2675","1322","306","142","1084",\N,\N,\N,\N,\N,"2950","108","23","0","3","2713437.5000","N"
"willimi02","0.1875","4","1","0","2","4.799090927297419","192","660","45","1.5636","14","75","4","0",\N,"1557812.5000","N"
"wittbo01","0.1406","5","1","0","2","5.028947403556423","0","1955","142","1.5692","148","294","28",\N,\N,"1436222.2000","N"
